Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Profit Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
PCBL Ltd,PCBL,,3957.69540294,216.9,12.6189950034754,17.1880780075574,8.91410900832918,11.7134512533987,16.5834900514204,20.0200185246049,-0.940801410887376,28.8716739544184,31.2295419454452,15.6839938239835
Sudarshan Chemical Industries Ltd,SUDARSCHEM,Diversified Chemicals,3927.954165,561.65,27.836114839487,20.9927326554445,7.78845172026481,7.54143218269173,16.0575478560504,15.8727613794872,-8.67788562944723,9.55382746570239,83.1585034562522,41.948411737809
Maharashtra Scooters Ltd,MAHSCOOTER,Two Wheelers,3925.88453652,3455.4,445.111625455782,0.072134405535211,0.0691626109434541,28.7109375,66.6822228792099,35.7421875,-21.1766999778618,13.6716037512919,0,0
Man Infraconstruction Ltd,MANINFRA,Construction & Engineering,3912.9792687,106.4,122.242401396438,4.54881341480746,2.32450901010483,7.06263927807075,27.7786296841943,27.0679346027403,281.906235496446,31.6878078378398,69.7870534135126,43.9023700035373
Sarda Energy & Minerals Ltd,SARDAEN,Iron & Steel,3910.6210128,1120.75,10.4313825730214,17.4682276195469,8.69471438179837,15.9985831765012,21.4530691032165,27.7176765801636,150.239175721928,35.601265056808,73.7934360855953,64.2791623063706
Globus Spirits Ltd,GLOBUSSPR,Alcoholic Beverages,3909.10909428,1473.1,27.7556737736439,27.3263484672099,15.717171266279,11.444265678579,11.5789377245317,21.2300716688606,339.194092966047,80.3061528829291,32.0020533880903,19.2282683093771
Borosil Ltd,BOROLTD,Housewares,3891.53259803,335.35,92.4354536349169,6.15425096479944,4.95965129292572,6.99788899785575,,16.4774521700105,79.15597867852,,1.02740210002685,0.0847924704286258
Ircon International Ltd,IRCON,Construction & Engineering,3884.3300062,40.95,9.9328236234849,9.12156055052184,3.6488565715528,7.06099875232697,14.8838472546852,12.5133840467579,-18.0149196993966,,7.51578990400011,7.08791246227116
Star Cement Ltd,STARCEMENT,Cement,3781.107801035,93.3,20.2057810133864,9.35338999782572,7.60643130209275,10.7044589995138,24.7305253778145,16.9459142522095,-19.0123836684409,,0.738130134608709,0.0091603347861303
HG Infra Engineering Ltd (Part IX),HGINFRA,Construction & Engineering,3766.564360245,586.9,15.9161815349461,25.0577073759556,9.66739109121213,9.04245156853005,15.6349015361375,18.7451759581216,101.030363762536,,72.2465343459725,52.4332514563746
NCC Ltd,NCC,Construction & Engineering,3765.8026809,61.75,14.0352677160747,5.04878301203346,1.96192056309336,3.32617626713543,11.1929002683504,12.6903213489665,-42.9352449257212,-5.60653031370776,37.7013242744647,3.10106574566544
Meghmani Finechem Ltd,MFL,Specialty Chemicals,3759.45829584,930.05,37.2814190384768,15.9103818239192,7.4087951891322,12.1378447020306,37.6862619772651,31.7180033462126,-16.098752034726,,78.6853375820385,49.7668571762677
Welspun Corp Ltd,WELCORP,Iron & Steel,3758.976034975,149.9,6.07432741621285,17.5603181021701,8.56836463353256,9.08706448301839,11.3566134757861,16.648580545403,-5.14390377417823,12.3206771881337,21.7058729564327,12.4830766571782
Tata Co?ee Ltd,TATACOFFEE,Tea & Co?ee,3752.2167333,198.85,28.0770482886861,7.62735322738517,3.7463924432988,5.83902059648539,18.6305102164298,18.380855842079,53.2073356621663,9.85273988923767,68.6289161657564,32.6040373182712
Supriya Lifescience Ltd,SUPRIYA,Pharmaceuticals,3748.083996,471.05,30.3218509505703,59.1916870181488,31.629180420153,31.1965272695152,26.1989492485712,44.963783661005,-16.098752034726,,26.1104285341971,
Karur Vysya Bank Ltd,KARURVYSYA,Private Banks,3747.74680386,46.35,10.4277874342237,5.30088104654789,0.502335356232501,5.50629071499046,9.17365721059175,10.0890444118963,-33.7719314308183,-13.641620351013,,
Maharashtra Seamless Ltd,MAHSEAMLES,Building Products - Pipes,3741.9291121,575.15,38.1673716044471,3.01500119935789,1.85068603179428,4.09226376818854,16.3806856055192,14.5996644043177,87.782850233973,10.0909608629183,27.9359160906996,21.0412877409967
Equitas Holdings Ltd,EQUITAS,Consumer Finance,3730.639105225,107.9,7.88318634355719,14.395067398932,2.03912400053344,12.3862443694725,15.2727265442882,20.4970829876279,8.64113235833761,-7.66335458306988,576.392538992181,576.392538992181
CSB Bank Ltd,CSBBANK,Private Banks,3729.433780645,219.35,17.0753801595394,10.5489144871888,1.03464970373613,9.60842194174502,-0.877655606848578,14.6636106479669,-26.2196289042199,,,
Nesco Ltd,NESCO,Real Estate,3718.1720892,516.15,21.5596201391627,11.9485504259174,10.0514637742821,48.4846780995221,69.8561780973719,70.3570424515041,-22.9308819986249,2.01497223426566,0,0
Dilip Buildcon Ltd,DBL,Construction & Engineering,3697.045541735,248.55,13.8684280206129,7.53469086654033,1.51894839404455,2.60265439897214,20.7418756150024,21.5052398702676,-74.845640001531,-7.01706480064886,278.53270881875,185.781425197414
ICRA Ltd,ICRA,Stock Exchanges & Ratings,3687.022310895,3851.95,45.1564275676056,11.1450840146872,9.37681234316951,23.7416766014364,40.205097853658,36.0501293943183,-0.917470730995701,-1.57302798816631,0,0
Rupa & Company Ltd,RUPA,Apparel & Accessories,3674.4322948,463.25,20.9656070683556,26.8088230795117,16.326568635214,13.2776750810631,14.5321139976978,20.0483347980242,27.7007202607885,10.187716094986,19.9361232574397,1.85598947267419
Tarsons Products Ltd,TARSONS,Health Care Equipment & Supplies,3645.960405525,674.6,52.9320616365418,31.173768414383,25.2923788716103,29.3994622049597,,46.4467113406462,-16.098752034726,,13.7104035360563,1.35876238028976
Newgen Software Technologies Ltd,NEWGEN,Software Services,3632.79955293,516.5,28.7223241060247,20.8236950204565,14.1202476178781,18.3928104004886,21.9733976509721,30.0933600907425,66.5068693193486,,3.01787592008412,2.08952981823644
Religare Enterprises Ltd,RELIGARE,Investment Banking & Brokerage,3627.29889056,114.9,-7.13403262967844,-206.636592700967,-6.03304559342648,-20.0931052334151,-34.5375329896169,-17.3335388287551,20.5243157417306,-12.4400081997266,1641.85078235175,1444.75857900745
Shilpa Medicare Ltd,SHILPAMED,Pharmaceuticals,3614.86504221,404.3,24.4611249303695,10.5975747058022,6.38806937915384,14.8955256977553,24.0556275302082,27.3054399209765,6.2680760524411,-8.71263848606101,57.5193016647473,32.741620045111
Nocil Ltd,NOCIL,Commodity Chemicals,3609.65543785,219.55,40.8285876920032,7.15879140232471,5.78442373308296,9.41152675168727,23.4404443108056,15.4921331090719,10.9924201794564,20.7432010957251,0.300452235099982,0.300452235099982
Indoco Remedies Ltd,INDOCO,Pharmaceuticals,3606.304142925,409.8,38.7566270061795,12.8472413983542,7.19466180063712,7.47599726830836,13.2612366170952,18.2693930020488,30.52021039819,9.63224793649966,33.5765094474571,12.6048453165841
Spicejet Ltd,SPICEJET,Airlines,3595.734774625,58.75,-3.49141140193518,,-8.50150527196018,-16.82978205344,10.354654497929,18.5500515574265,-34.274239499907,,,
Share India Securities Ltd,SHAREINDIA,Investment Banking & Brokerage,3591.40554528,1114.7,44.4756104678637,34.1214003507215,12.2212384692804,17.7933982636288,19.7118597868312,23.7693358600326,328.181837841719,,42.2997360724731,0.00356658820172815
Rategain Travel Technologies Ltd,RATEGAIN,Software Services,3585.77207058,347.1,-125.464383155353,-14.9383232280996,-6.82988612873548,-10.8220682343141,,7.78522473399218,-16.098752034726,,47.8237791932059,41.1154662747019
Arvind Fashions Ltd,ARVINDFASN,Textiles,3555.2339538,268.95,-6.13203965952603,-90.8489767777116,-14.2554713835759,-23.7477523234524,4.63253907868572,-0.96419691899353,60.9002607984428,,296.739939127494,136.772066283395
Healthcare Global Enterprises Ltd,HCG,Hospitals & Diagnostic Centres,3539.94037628,267.8,-18.2971022705329,-34.128916172735,-9.04585345782856,-18.6716465444859,12.9551270457796,4.79844041035738,36.9298193938455,3.34285350595567,136.897759103641,114.212885154062
Moil Ltd,MOIL,Mining - Manganese,3531.485836905,171.65,19.9914284568638,6.32781030539342,5.28246931891582,13.8022908755645,40.2560619624001,26.5107121091369,0.829040880805351,1.42193981021443,0,0
Nirlon Ltd,NIRLON,Real Estate,3523.1647738,391,27.6521840813123,24.7823930443578,6.89808260265778,39.8941666405737,75.7709158368637,75.0383567648809,27.0198424015844,13.4547503438709,170.320660121162,170.320660121162
Gateway Distriparks Ltd,GDL,Logistics,3499.77468078,280.35,37.0974632264152,6.63417790060687,3.90626455688078,7.92320354755265,33.6137702141826,27.2869284778446,48.377634002235,1.53418396912892,46.7309575027805,36.6124767733815
Data Patterns (India) Ltd,DATAPATTNS,Aerospace & Defense Equipments,3481.82949045,677.1,62.6566401016736,30.7636947435436,17.8180360721443,24.5288015890532,,41.7479585080556,-16.098752034726,,15.993646821004,4.70231505992203
Hemisphere Properties India Ltd,HEMIPROP,Real Estate,3481.275,123.85,-467.913306451613,-2.25212271647168,-1.08793402206576,-2010.81081081081,-525.315315315316,-2143.24324324324,-34.7522824123943,,10.8860154528317,9.82396516475055
Dhampur Sugar Mills Ltd,DHAMPURSUG,Sugar,3471.07514315,532.8,15.1443069072863,15.6880997686484,6.24527415036885,5.49104351388452,14.1402057924061,11.325397034549,179.654786683009,18.1721881532041,74.2317603169109,21.2299526941272
Vakrangee Limited,VAKRANGEE,Outsourced services,3464.5643133,32.15,55.1770076970855,2.36881717590514,2.20526256637914,16.3536918869645,16.548828155971,25.4251855710379,-53.5501139024303,-27.3613612461149,0,0
Engineers India Ltd,ENGINERSIN,Construction & Engineering,3448.129958355,61.6,13.8534751239654,11.9757597919519,5.21918369786191,7.46785880376245,23.2081992155473,11.57353095606,-32.7428657018437,-16.4385852621967,0.229621125143513,0.134802451576789
GRM Overseas Ltd,GRMOVER,,3431.7,567.25,75.5714600308301,40.3411362323991,11.7290009298481,5.63525353056515,5.42832619574321,9.10625201657939,16.5602750934312,79.6661970143251,138.695362769026,0.0147918053398497
HMT Ltd,HMT,Industrial Machinery,3425.6407158,28.3,-31.213127251025,,-15.1505739272082,-41.8893129770993,-30.4489328446487,-4.50000000000001,-30.9859700798388,-6.01905098995178,,
Usha Martin Ltd,USHAMART,Iron & Steel,3419.2053522,115,22.8571786362725,11.1954736129146,5.83650831738526,7.02105989420771,10.0600724305612,14.4617218704678,222.634679482211,45.3114701296099,37.6541323459387,19.6401031931603
Rolex Rings Ltd,ROLEXRINGS,Industrial Machinery,3407.84049712,1248.35,39.1885981729531,26.9447069577207,11.7267884835817,14.0312378985414,20.985978919779,18.1199173873758,-16.098752034726,,64.6455046569093,5.67246856925626
Dhanuka Agritech Ltd,DHANUKA,Fertilizers & Agro Chemicals,3388.34017938,728.45,16.0920411254749,28.0040963438801,20.4109130917357,14.8159614965134,18.8780179276001,21.318350373284,-12.9188653491736,-2.23475203931383,1.05000062799081,0
Indo Count Industries Ltd,ICIL,Textiles,3371.5863636,166.25,13.4524452922635,21.9557171327829,12.558972752897,9.80164410133671,12.701945464224,16.0679228164035,17.7040648666825,-2.54277860862716,44.3666720926447,1.49989535613794
Sandur Manganese and Iron Ores Ltd,SANDUMA,Mining - Diversified,3367.941196035,3661.2,21.8782720282902,16.7983413356613,9.66398292449426,20.1397247370349,31.9670978563768,37.8630488251609,239.409331666784,38.4389164511189,36.6636122886689,30.9099696911722
Advanced Enzyme Technologies Ltd,ADVENZYMES,Specialty Chemicals,3360.169287125,304.55,22.9865185875291,15.4017163357444,13.8103043500853,28.6240184847951,45.3976450717835,47.2556736963716,-30.4306788982984,-5.29475622967234,2.1954461228014,1.30387962397043
Tata Steel Long Products Ltd,TATASTLLP,Iron & Steel,3355.6655,754,5.86644551668678,24.8109929862457,9.46617185269768,11.8473949649452,17.8176587320246,24.3714466203411,-5.86483390607101,1.92164914063384,54.901643325508,54.2532563903891
Hathway Cable and Datacom Ltd,HATHWAY,Cable & D2H,3345.497505,19.05,13.2374372057136,6.52881235961297,4.64128008462398,12.9661647384757,21.2814813823791,35.3066721391376,-51.4128437155409,-12.8991733736233,0,0
Nilkamal Ltd,NILKAMAL,Plastic Products,3333.84131025,2217.75,29.5160806573706,10.393852949296,6.89821544174227,5.35338502663657,12.00715399694,12.9623485695869,-2.28627127931183,2.69529928736447,4.25724081689919,2.50260871090222
IndoStar Capital Finance Ltd,INDOSTAR,Consumer Finance,3278.830613025,237.7,-15.3137668162393,-6.71316436764853,-2.11883842409723,-16.6344248922037,15.692525983953,-14.4039156275493,-43.106275449435,,162.444399378084,154.221050496857
India Pesticides Ltd,IPL,Fertilizers & Agro Chemicals,3276.97762014,282.25,24.3623345486581,41.6233444733259,30.4745290392741,20.5242839922487,24.1025942712578,28.9134382104765,-16.098752034726,,7.7796035739961,1.91280681934887
Mahindra Logistics Ltd,MAHLOG,Logistics,3268.00247046,437.8,108.933415682001,5.35279371225158,1.93516550502979,0.914302432958762,4.09586212992614,4.53920681216265,-31.8010722426782,,47.2084508522678,31.6066079217981
Astec Lifesciences Ltd,ASTEC,Fertilizers & Agro Chemicals,3267.043955975,1637.25,50.231303136147,23.3864298299234,10.412147505423,11.5567085413742,19.5720942794094,21.228166811777,36.8723775551087,21.9429359983543,60.5198499935342,12.9315918789603
Jammu and Kashmir Bank Ltd,J&KBANK,Private Banks,3260.43864603,34.6,7.60984629718755,6.51728155812389,0.37402549423067,4.85047802878927,-2.31930670693101,7.52483542111251,13.4892629465474,-14.3007820411579,,
Ami Organics Ltd,AMIORG,Pharmaceuticals,3254.01182191,898.8,60.2483210870209,38.7529597474349,16.7433930093777,15.7928594403345,18.3523659569396,23.8428024211234,-16.098752034726,,81.8486790870425,43.5152459114599
Venky's (India) Ltd,VENKEYS,Packaged Foods & Meats,3241.98907036,2394.15,12.1082691703455,27.5934208627904,15.8106384486383,8.49344791161105,10.5145016419362,13.4683402962159,36.9505351863953,23.4801252139349,16.8251208779269,1.36813893265243
Paushak Ltd,PAUSHAKLTD,Specialty Chemicals,3232.44411035,10521.8,86.6607000093834,14.9528963720184,12.4626204914883,25.3517297627948,32.030045503949,38.4693808196833,17.6047869448788,78.0987203731582,0,0
Dollar Industries Ltd,DOLLAR,Apparel & Accessories,3227.9979698,565.8,37.8340127730896,17.1053950560356,10.2983156001617,8.20037676367689,12.5952286972957,13.4481565491523,114.557587141793,,23.1057289240801,0.430367955286447
RattanIndia Power Ltd,RTNPOWER,Power Generation,3195.2129867,5.75,-3.3933507361859,-192.336053435192,-4.99386513153969,-35.7461202053026,39.4311935923553,65.0829866067361,113.901247965274,-6.15564565634005,,
Kaveri Seed Company Ltd,KSCL,Seeds,3167.073987815,551.5,10.199916224847,28.1723366707647,17.5540259776971,28.7777118706903,27.4168540460273,31.8621635649144,-3.73118887254179,0.132894463378275,0.125262971944306,0.0867205190383658
Mishra Dhatu Nigam Ltd,MIDHANI,Metals - Diversified,3161.3625,169.25,18.9962895084725,16.4131190547811,6.8547938660263,19.9738354997059,30.3157978376877,31.9146893265642,-23.6881596241336,,14.9785740292962,0
Tega Industries Ltd,TEGA,Industrial Machinery,3135.997413445,471.1,22.9911833830279,25.3482127094154,14.4327169801338,15.8722770433811,17.9266218062532,28.2338018990877,-16.098752034726,,35.7948250016294,17.9234830215734
MAS Financial Services Ltd,MASFIN,Diversified Financials,3132.954994545,558.9,21.7023759666459,13.0844425108425,2.81694538216871,22.9978811871724,33.8124333205824,31.6292555479441,-51.6536669958099,,292.643812221435,264.029658016412
Cosmo Films Ltd,COSMOFILMS,Packaging,3092.44645833,1757.7,13.0538052272267,29.7094270056057,11.7695863753002,10.1983710157904,11.7827623935193,18.4956864635889,174.406164914287,35.3429181645502,89.0415290562856,39.534584123861
IRB InvIT Fund,IRBINVIT,Roads,3083.616,52.84,17.0506828863699,4.02852153148417,1.45646451594198,15.5785647218944,,80.5063356562637,-22.427417165022,,40.515773925069,39.269527023457
Kirloskar Ferrous Industries Ltd,KIRLFER,Iron & Steel,3083.12858412,214.2,10.2053178779915,35.101519156476,17.0115123753107,14.8027105555855,13.1020977413308,22.7511257233293,20.7702575499386,,29.1953930976515,12.8911214064861
Arvind Ltd,ARVIND,Apparel & Accessories,3082.73023877,116.7,-186.605946656773,-0.597127138922447,-0.238534944936267,-0.32234083445692,10.4600088614695,9.63315193531329,51.4532939092798,-21.8485476641448,76.6758716412084,44.715212063818
Seamec Ltd,SEAMECLTD,Oil & Gas - Equipment & Services,3080.23875,1222.1,31.2524223823052,16.0840758510395,11.6059442782789,27.5522755227552,23.9852853569446,47.109471094711,179.344255338657,66.8357208636824,13.4549394979231,5.33230991511649
Sansera Engineering Ltd,SANSERA,Auto Parts,3077.7572997,590.6,28.5056710169492,12.9646195688066,5.74294764221069,6.86674807296039,18.1299063289029,18.9116996107762,-16.098752034726,,72.0528832630099,30.231223628692
Reliance Infrastructure Ltd,RELINFRA,Power Infrastructure,3066.4672,115.4,-5.76078752583134,-4.6273094712062,-0.83922721095299,-2.62422032604814,21.6362427952262,18.573199133115,234.128865567702,-27.494367398329,122.153135641678,57.40834268037
SeQuent Scientific Ltd,SEQUENT,Pharmaceuticals,3058.1038241,122.65,32.0388038145626,12.6578081901124,6.72187832308677,6.9672549964233,18.1810309636353,15.446940831253,-62.3402598146953,-0.966058756629673,28.828318219291,12.0710531739489
R Systems International Ltd,RSYSTEMS,IT Services & Consulting,3029.159709225,287.4,21.4150562688229,21.4920767742273,14.3948018284674,11.8117140137281,12.1078110337439,16.9246956260334,139.254424331334,39.7848842707699,5.39602916012283,1.95963526405851
Orient Cement Ltd,ORIENTCEM,Cement,3018.7411786,151.2,14.0937540436062,17.6704011087828,7.49984680970263,8.2850147179985,14.4980951672913,22.0104669918422,38.502474959139,2.49060972221591,61.0026724659433,60.0225130368861
India Tourism Development Corp Ltd,ITDC,Tour & Travel Services,3005.359776,345.95,-87.010995251882,-11.6934118762272,-5.91225757861043,-17.4136627174187,5.52025109970293,-14.1416687673305,-23.3383283854432,-3.66460745934074,0.356666786756494,0
Strides Pharma Science Ltd,STAR,Pharmaceuticals,2993.15678369,352.1,11.1506045661439,9.92593359538222,4.09828994909009,7.62836616612292,21.3198363135821,18.350649645906,-70.1236916443101,-21.1206039003445,83.4481165600569,38.8361762615494
HIL Ltd,HIL,Cement,2973.814959825,3960.5,11.4491990445253,29.8895281933257,12.1718511298349,8.35622872658718,12.1709040661263,15.2473667616799,16.2509948282124,41.5661900815012,41.2300179850694,26.060265053704
Bannari Amman Sugars Ltd,BANARISUG,Sugar,2972.410488,2439.95,32.2562179924037,7.00488783817682,3.81989495807027,5.86867914915297,15.9811134008816,13.9854795567444,24.5040082153677,4.10883948099592,64.229986431479,12.4734528936346
Jindal SAW Ltd,JINDALSAW,Building Products - Pipes,2955.768506645,93.3,9.27038171698975,4.97086531003596,2.06390238992309,2.93266298934053,13.5756860148387,13.3456217468127,8.05294457206043,1.90483513383712,81.5788226190968,38.685787599225
Dish TV India Ltd,DISHTV,Cable & D2H,2946.0098464,15.55,-2.50170673097826,-36.6525878731477,-11.2723513420378,-36.0678231892581,23.0737712216469,38.3704547682054,40.9719550359811,-32.0505933197522,30.8173515981735,10.2199391171994
Hawkins Cookers Ltd,HAWKINCOOK,Housewares,2924.241012225,5405,36.2584130468071,50.8367739292131,23.3639444943365,10.3959885534559,14.9020263556546,15.228544174895,-18.0915352220911,13.6124037801194,21.1281878061138,12.9820413218488
Railtel Corporation of India Ltd,RAILTEL,Communication & Networking,2917.33011963,90.5,20.4796779194805,10.2402817964524,5.57750361196706,10.0936023071091,30.2261902865114,25.5673887011174,-46.8031930760736,,2.13615322546397,1.56920202148894
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,Private Banks,2912.209435425,16.7,350.44638212091,0.259425642242383,0.0428330423676038,0.266611911232051,7.83613293192047,2.79156466862804,-63.9926677913562,,,
Ramkrishna Forgings Ltd,RKFORGE,Rail,2910.587018405,172.6,140.81214409313,2.35076027249258,0.838145132513705,1.59673083459506,18.6607368678868,17.6961344745543,52.472397491595,13.6379927367765,139.679122572458,76.3409549275987
Somany Ceramics Ltd,SOMANYCERA,Building Products - Ceramics,2884.21109424,676.5,49.9863274564989,7.92805666430799,3.70881019183614,3.46915339429906,10.7718189911074,11.128346650794,47.6432302961466,0.505735673054963,59.5179127210119,24.3308390172836
Tips Industries Ltd,TIPSINDLTD,Movies & TV Serials,2875.605603365,2258.65,66.1667188993327,47.8528958379212,36.4612609589329,45.5460071263886,26.1715326448167,62.9322993083211,334.99971011826,105.990090811396,0,0
IIFL Securities Ltd,IIFLSEC,Diversified Financials,2869.95267526,93.6,13.0251097179813,23.856131309413,7.37201684917712,25.3909355950172,,38.0990792703304,71.8530551941897,,30.1360094255772,20.9378035924678
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats,2851.60863,11180.6,72.4862386883579,21.2786672436175,10.5296967425925,9.73063889782087,17.6250784148045,17.9994558361572,-37.5187389621874,,84.4593940567225,54.8688413512729
Hindustan Oil Exploration Company Ltd,HINDOILEXP,Oil & Gas - Exploration & Production,2828.022735265,216.1,52.9493116507208,7.56044391597305,4.80956690484874,37.9575012436927,66.4922579502102,57.8565844645015,102.958521153313,25.4502486677806,34.6017976731181,21.7098353724239
Rajratan Global Wire Ltd,RAJRATAN,Iron & Steel,2821.598325,528,53.1074407114625,26.5636718164092,13.0032550967963,9.69224875494828,13.773691440089,17.100534505719,232.209183844949,,62.8100997616315,26.1499073011389
Filatex India Ltd,FILATEX,Textiles,2787.65746875,125.95,16.8113464524786,24.4330823522478,9.67498198558262,7.41393186086023,10.0113877472972,15.9523383707413,67.7698611039602,39.8194913461634,77.1489651916166,70.5440285392021
Optiemus Infracom Ltd,OPTIEMUS,Technology Hardware,2768.794872615,311.15,29.2746338825862,33.5342504609275,17.7043165736962,24.6148240682906,4.23336729613422,28.1100353945451,107.83071899802,,31.078988125968,1.17221901667223
Bengal & Assam Company Ltd,BENGALASM,Diversified Financials,2768.4475846,2410.3,5.44530513679906,10.0667772195134,3.53759332184541,4.84653266197528,9.95550344335455,10.0053573913889,56.4290744568098,5.43380364540624,94.3354178552503,76.4428713597028
JK Tyre & Industries Ltd,JKTYRE,Tires & Rubber,2759.0170104,108.9,8.63974763700132,12.2702969593225,2.88295217769689,3.47652090985693,12.5113740949783,15.0984909020839,-19.0831618342805,-3.86160418252998,167.558104806353,102.940234542268
Paisalo Digital Ltd,PAISALO,Consumer Finance,2735.69657053,636.35,44.6644338045714,7.51068356417189,2.6107879890965,17.6798291190394,26.4568321871903,24.4717700034638,-36.0144328804345,28.6743262866373,152.777360322763,56.2442921054761
Somany Home Innovation Ltd,SHIL,Home Furnishing,2729.9118752,380.2,49.7704990920693,18.1574417372881,5.35566079187619,3.05864114917916,,8.98799964311206,25.5027377231884,,57.4164999696915,12.8932533187852
Sagar Cements Ltd,SAGCEM,Cement,2722.475,240.7,14.6353886678852,16.3273545946468,8.29319072956627,13.4885069973171,17.4510459257599,29.6004640707708,53.4679968205048,10.3051326801317,64.2928682712791,50.8656322533465
Dodla Dairy Ltd,DODLA,FMCG - Foods,2719.115453175,528.3,21.5854207603001,23.0826316802111,14.2762430939226,6.45874137347593,8.44495491561452,12.8057096565797,-16.098752034726,,14.9882975166418,9.56108088391745
India Glycols Ltd,INDIAGLYCO,Commodity Chemicals,2715.1687425,881,20.6304136653749,11.9516159790772,3.20785621316487,5.5876334179623,11.7202611389893,13.0080921125254,84.9739399657305,42.4875535458407,97.2837435388355,44.1156334508609
Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrial Machinery,2714.67359125,421.05,42.5297444971017,11.7847977401547,7.51126748961508,7.65917108641915,14.7148411587966,15.031558232739,40.8337861687776,-19.1658700479454,6.79532481652623,6.37061701549334
Garden Reach Shipbuilders & Engineers Ltd,GRSE,Shipbuilding,2710.30032,232.75,17.6601311005409,14.0969527177532,2.51748641767932,11.5526482189636,12.6797712691535,18.6820631718406,7.11458835701568,,0,0
Kiri Industries Ltd,KIRIINDUS,Specialty Chemicals,2707.560011585,525.9,10.7242841192419,12.2235455883492,9.89341275128336,21.2165012563342,25.5512705146959,26.5157945158281,1.22417044157073,12.4605011587243,6.48120678244597,4.04619000890025
Puravankara Ltd,PURVA,Real Estate,2689.27743924,114.2,-575.862406689495,-0.244245584489626,-0.056562558856250,-0.443153889221027,28.2928994604044,35.524430400167,37.7059617699878,13.8132916544291,147.791217253283,28.3933220532539
Cartrade Tech Ltd,CARTRADE,Online Services,2682.867988555,572.05,29.4174121552084,5.893471623128,5.37854773313675,32.3955669224211,8.08648395638166,25.4298096050014,-16.098752034726,,3.09515838926936,2.63272867574882
Ahluwalia Contracts (India) Ltd,AHLUCONT,Construction & Engineering,2678.8325244,404.25,34.7043985542169,9.18065153010859,4.04146705411136,3.85081640899771,11.3073546392109,8.80614214945298,16.7471237457538,4.77866744831781,7.70640113798009,5.57382645803699
Prime Focus Ltd,PFOCUS,Animation,2674.86223092,87.6,-61.6327702976957,-10.5472926995237,-0.842832188033145,-1.66265687972172,19.841383690467,24.3039060943654,34.4167118827998,1.65438430448783,1126.82405910875,450.095243592704
ELANTAS Beck India Ltd,ELANTAS,Electrical Components & Equipments,2671.54955718,3325.15,39.9454180200359,14.9582742875138,12.4420713278259,12.2130713463962,20.61292907887,18.9441390770804,-15.9526808965758,12.8100964895891,0,0
Dishman Carbogen Amcis Ltd,DCAL,Labs & Life Sciences Services,2669.232192375,179.45,-16.1644291913947,-2.89349458729196,-2.00063364100663,-8.4661211599196,25.0496016607969,14.8947951273533,41.2445184606708,,27.8803331215936,15.2501745975483
Sadhana Nitro Chem Ltd,SADHNANIQ,Commodity Chemicals,2664.31891698,140.25,167.251658316384,12.9412242576871,6.52868852459016,14.7554649870322,29.2921307741513,26.2041496850685,654.50564356967,132.825101937994,64.1013789384485,21.5776904706879
Black Box Ltd,BBOX,,2645.70041802,796.7,33.8801436550129,510.725964682807,3.38883018311145,1.6667556001409,4.15410264669998,6.17824402633856,-39.2231791105208,56.2116752781939,158.756652152879,103.323657474601
Schneider Electric Infrastructure Ltd,SCHNEIDER,Heavy Electrical Equipments,2639.7085464,107.65,-2587.94955529406,-0.777765069198234,-0.089926868296813,-0.077528217991108,0.704927868172804,5.26507809827842,-4.89007434877556,-3.82077837235423,298.661428779281,179.892332314855
IFCI Ltd,IFCI,Specialized Finance,2639.254087775,12.15,-1.35938217561331,-34.2069886552838,-9.07185771438024,-92.6213397704396,-24.0036254437287,-96.0032058315603,-17.7181852331065,-16.84028109429,219.748471984221,218.346140603325
Action Construction Equipment Ltd,ACE,Heavy Machinery,2635.90654346,214.1,33.0148615162826,16.5218111083519,7.9485890358453,6.42596139915973,8.46384127669471,10.8083962461568,21.0129994862474,31.9631206225502,10.3984413798373,3.84497841616686
SBI Gold ETF,SETFGOLD,Gold,2606.687934,45.09,,,,,,,-3.96107312799994,11.5171444249908,,
Heranba Industries Ltd,HERANBA,Fertilizers & Agro Chemicals,2599.875018325,656.45,16.8593153383373,36.3282998421636,21.0086781194229,12.5815873637491,13.7192308282549,18.6312903857451,-13.4321896324739,,9.52038323897525,0
Polo Queen Industrial and Fintech Ltd,PQIF,,2591.99,73.35,7405.68571428573,0.192482195396925,0.1710153425193,1.06642291285801,4.95346434896654,5.75868372943327,6843.1042840184,,8.43650706694423,5.30294729922209
Techno Electric & Engineering Company Ltd,TECHNOE,Construction & Engineering,2588.3,240.25,14.2394234472135,11.6789868830656,8.48985882929906,19.0120073634006,41.2750331304083,29.5623797171785,-32.9960194162549,-7.78025063229436,2.47483403144277,0
Technocraft Industries (India) Ltd,TIIL,Industrial Machinery,2585.967241205,1037,19.8767658816679,12.7762583534241,7.24357279066855,9.54540118565476,18.4430604516096,19.8868638844867,166.50105720359,20.4895102980613,43.626488136406,9.7463136636512
